combination,train_accuracy,test_accuracy,colsample_bytree,learning_rate,max_depth,n_estimators,alpha
715,0.73,0.73,0.5,0.01,3,300,50
76,0.73,0.72,0.1,0.1,9,100,10
837,0.73,0.73,0.5,0.001,5,300,20
875,0.73,0.72,0.5,0.001,7,500,50
854,0.73,0.72,0.5,0.001,7,100,40
848,0.73,0.73,0.5,0.001,5,500,30
870,0.73,0.72,0.5,0.001,7,400,50
51,0.73,0.72,0.1,0.1,7,100,10
464,0.73,0.72,0.3,0.01,7,300,40
832,0.73,0.72,0.5,0.001,5,200,20
865,0.73,0.72,0.5,0.001,7,300,50
438,0.73,0.72,0.3,0.01,5,300,30
843,0.73,0.72,0.5,0.001,5,400,30
416,0.73,0.72,0.3,0.01,3,400,10
885,0.73,0.72,0.5,0.001,9,200,50
880,0.73,0.72,0.5,0.001,9,100,50
827,0.73,0.72,0.5,0.001,5,100,20
706,0.73,0.73,0.5,0.01,3,200,10
26,0.73,0.72,0.1,0.1,5,100,10
490,0.73,0.72,0.3,0.01,9,300,50
838,0.73,0.72,0.5,0.001,5,300,30
849,0.73,0.72,0.5,0.001,5,500,40
417,0.73,0.72,0.3,0.01,3,400,20
707,0.73,0.72,0.5,0.01,3,200,20
465,0.73,0.72,0.3,0.01,7,300,50
860,0.73,0.72,0.5,0.001,7,200,50
844,0.73,0.72,0.5,0.001,5,400,40
833,0.73,0.72,0.5,0.001,5,200,30
482,0.73,0.71,0.3,0.01,9,200,20
855,0.73,0.72,0.5,0.001,7,100,50
828,0.73,0.72,0.5,0.001,5,100,30
439,0.73,0.72,0.3,0.01,5,300,40
708,0.73,0.72,0.5,0.01,3,200,30
418,0.73,0.72,0.3,0.01,3,400,30
839,0.73,0.72,0.5,0.001,5,300,40
77,0.73,0.71,0.1,0.1,9,100,20
850,0.73,0.72,0.5,0.001,5,500,50
52,0.73,0.71,0.1,0.1,7,100,20
709,0.73,0.72,0.5,0.01,3,200,40
419,0.72,0.72,0.3,0.01,3,400,40
845,0.72,0.72,0.5,0.001,5,400,50
1001,0.72,0.72,0.7,0.01,3,100,10
710,0.72,0.72,0.5,0.01,3,200,50
829,0.72,0.72,0.5,0.001,5,100,40
834,0.72,0.72,0.5,0.001,5,200,40
27,0.72,0.71,0.1,0.1,5,100,20
457,0.72,0.71,0.3,0.01,7,200,20
1002,0.72,0.72,0.7,0.01,3,100,20
440,0.72,0.72,0.3,0.01,5,300,50
1003,0.72,0.72,0.7,0.01,3,100,30
840,0.72,0.72,0.5,0.001,5,300,50
420,0.72,0.72,0.3,0.01,3,400,50
1302,0.72,0.72,0.9,0.01,3,100,20
1301,0.72,0.72,0.9,0.01,3,100,10
431,0.72,0.71,0.3,0.01,5,200,10
78,0.72,0.71,0.1,0.1,9,100,30
53,0.72,0.71,0.1,0.1,7,100,30
1004,0.72,0.72,0.7,0.01,3,100,40
1303,0.72,0.72,0.9,0.01,3,100,30
28,0.72,0.71,0.1,0.1,5,100,30
1421,0.72,0.72,0.9,0.001,3,500,10
1005,0.72,0.72,0.7,0.01,3,100,50
835,0.72,0.71,0.5,0.001,5,200,50
1401,0.72,0.71,0.9,0.001,3,100,10
483,0.72,0.71,0.3,0.01,9,200,30
1,0.72,0.71,0.1,0.1,3,100,10
830,0.72,0.71,0.5,0.001,5,100,50
1422,0.72,0.72,0.9,0.001,3,500,20
1121,0.72,0.72,0.7,0.001,3,500,10
1402,0.72,0.71,0.9,0.001,3,100,20
1416,0.72,0.71,0.9,0.001,3,400,10
1417,0.72,0.71,0.9,0.001,3,400,20
701,0.72,0.72,0.5,0.01,3,100,10
1304,0.72,0.72,0.9,0.01,3,100,40
54,0.72,0.71,0.1,0.1,7,100,40
1116,0.72,0.71,0.7,0.001,3,400,10
458,0.72,0.71,0.3,0.01,7,200,30
1423,0.72,0.71,0.9,0.001,3,500,30
702,0.72,0.71,0.5,0.01,3,100,20
79,0.72,0.71,0.1,0.1,9,100,40
1418,0.72,0.71,0.9,0.001,3,400,30
1305,0.72,0.72,0.9,0.01,3,100,50
476,0.72,0.70,0.3,0.01,9,100,10
1412,0.72,0.71,0.9,0.001,3,300,20
1411,0.72,0.71,0.9,0.001,3,300,10
1111,0.72,0.71,0.7,0.001,3,300,10
29,0.72,0.71,0.1,0.1,5,100,40
1122,0.72,0.71,0.7,0.001,3,500,20
1101,0.72,0.71,0.7,0.001,3,100,10
1424,0.72,0.72,0.9,0.001,3,500,40
411,0.72,0.71,0.3,0.01,3,300,10
1419,0.72,0.71,0.9,0.001,3,400,40
432,0.72,0.71,0.3,0.01,5,200,20
1406,0.72,0.71,0.9,0.001,3,200,10
1106,0.72,0.71,0.7,0.001,3,200,10
2,0.72,0.71,0.1,0.1,3,100,20
1413,0.72,0.71,0.9,0.001,3,300,30
1408,0.72,0.71,0.9,0.001,3,200,30
1117,0.72,0.71,0.7,0.001,3,400,20
1403,0.72,0.71,0.9,0.001,3,100,30
1407,0.72,0.71,0.9,0.001,3,200,20
1112,0.72,0.71,0.7,0.001,3,300,20
703,0.72,0.71,0.5,0.01,3,100,30
1107,0.72,0.71,0.7,0.001,3,200,20
1102,0.72,0.71,0.7,0.001,3,100,20
1414,0.71,0.71,0.9,0.001,3,300,40
3,0.71,0.71,0.1,0.1,3,100,30
484,0.71,0.70,0.3,0.01,9,200,40
1425,0.71,0.71,0.9,0.001,3,500,50
80,0.71,0.71,0.1,0.1,9,100,50
55,0.71,0.71,0.1,0.1,7,100,50
412,0.71,0.71,0.3,0.01,3,300,20
30,0.71,0.71,0.1,0.1,5,100,50
1123,0.71,0.71,0.7,0.001,3,500,30
704,0.71,0.71,0.5,0.01,3,100,40
459,0.71,0.70,0.3,0.01,7,200,40
433,0.71,0.70,0.3,0.01,5,200,30
1124,0.71,0.71,0.7,0.001,3,500,40
4,0.71,0.70,0.1,0.1,3,100,40
1420,0.71,0.71,0.9,0.001,3,400,50
1409,0.71,0.71,0.9,0.001,3,200,40
1108,0.71,0.71,0.7,0.001,3,200,30
1103,0.71,0.71,0.7,0.001,3,100,30
1113,0.71,0.71,0.7,0.001,3,300,30
1118,0.71,0.71,0.7,0.001,3,400,30
451,0.71,0.70,0.3,0.01,7,100,10
1415,0.71,0.71,0.9,0.001,3,300,50
413,0.71,0.71,0.3,0.01,3,300,30
1109,0.71,0.71,0.7,0.001,3,200,40
1104,0.71,0.71,0.7,0.001,3,100,40
705,0.71,0.71,0.5,0.01,3,100,50
1119,0.71,0.71,0.7,0.001,3,400,40
1125,0.71,0.71,0.7,0.001,3,500,50
1114,0.71,0.71,0.7,0.001,3,300,40
485,0.71,0.70,0.3,0.01,9,200,50
1105,0.71,0.71,0.7,0.001,3,100,50
5,0.71,0.70,0.1,0.1,3,100,50
1110,0.71,0.71,0.7,0.001,3,200,50
460,0.71,0.70,0.3,0.01,7,200,50
414,0.71,0.70,0.3,0.01,3,300,40
1115,0.71,0.71,0.7,0.001,3,300,50
434,0.71,0.70,0.3,0.01,5,200,40
1120,0.71,0.71,0.7,0.001,3,400,50
821,0.71,0.71,0.5,0.001,3,500,10
1405,0.71,0.70,0.9,0.001,3,100,50
1410,0.71,0.71,0.9,0.001,3,200,50
1404,0.71,0.70,0.9,0.001,3,100,40
415,0.71,0.70,0.3,0.01,3,300,50
435,0.71,0.70,0.3,0.01,5,200,50
477,0.71,0.69,0.3,0.01,9,100,20
816,0.71,0.70,0.5,0.001,3,400,10
596,0.71,0.69,0.3,0.001,9,500,10
822,0.70,0.70,0.5,0.001,3,500,20
452,0.70,0.69,0.3,0.01,7,100,20
811,0.70,0.70,0.5,0.001,3,300,10
817,0.70,0.70,0.5,0.001,3,400,20
823,0.70,0.70,0.5,0.001,3,500,30
812,0.70,0.70,0.5,0.001,3,300,20
801,0.70,0.70,0.5,0.001,3,100,10
591,0.70,0.69,0.3,0.001,9,400,10
806,0.70,0.70,0.5,0.001,3,200,10
824,0.70,0.70,0.5,0.001,3,500,40
818,0.70,0.70,0.5,0.001,3,400,30
426,0.70,0.69,0.3,0.01,5,100,10
802,0.70,0.70,0.5,0.001,3,100,20
813,0.70,0.70,0.5,0.001,3,300,30
807,0.70,0.70,0.5,0.001,3,200,20
819,0.70,0.70,0.5,0.001,3,400,40
478,0.70,0.69,0.3,0.01,9,100,30
571,0.70,0.69,0.3,0.001,7,500,10
825,0.70,0.70,0.5,0.001,3,500,50
586,0.70,0.69,0.3,0.001,9,300,10
814,0.70,0.69,0.5,0.001,3,300,40
803,0.70,0.69,0.5,0.001,3,100,30
808,0.70,0.69,0.5,0.001,3,200,30
453,0.70,0.69,0.3,0.01,7,100,30
820,0.70,0.69,0.5,0.001,3,400,50
406,0.70,0.69,0.3,0.01,3,200,10
566,0.70,0.69,0.3,0.001,7,400,10
427,0.70,0.69,0.3,0.01,5,100,20
581,0.70,0.69,0.3,0.001,9,200,10
809,0.70,0.69,0.5,0.001,3,200,40
804,0.70,0.69,0.5,0.001,3,100,40
815,0.70,0.69,0.5,0.001,3,300,50
407,0.70,0.69,0.3,0.01,3,200,20
561,0.70,0.69,0.3,0.001,7,300,10
479,0.70,0.69,0.3,0.01,9,100,40
597,0.70,0.69,0.3,0.001,9,500,20
408,0.69,0.69,0.3,0.01,3,200,30
454,0.69,0.69,0.3,0.01,7,100,40
576,0.69,0.68,0.3,0.001,9,100,10
810,0.69,0.69,0.5,0.001,3,200,50
409,0.69,0.69,0.3,0.01,3,200,40
805,0.69,0.69,0.5,0.001,3,100,50
428,0.69,0.69,0.3,0.01,5,100,30
572,0.69,0.69,0.3,0.001,7,500,20
592,0.69,0.68,0.3,0.001,9,400,20
556,0.69,0.68,0.3,0.001,7,200,10
410,0.69,0.69,0.3,0.01,3,200,50
480,0.69,0.68,0.3,0.01,9,100,50
455,0.69,0.68,0.3,0.01,7,100,50
587,0.69,0.68,0.3,0.001,9,300,20
429,0.69,0.68,0.3,0.01,5,100,40
567,0.69,0.68,0.3,0.001,7,400,20
551,0.69,0.68,0.3,0.001,7,100,10
546,0.69,0.68,0.3,0.001,5,500,10
598,0.69,0.68,0.3,0.001,9,500,30
430,0.69,0.68,0.3,0.01,5,100,50
562,0.69,0.68,0.3,0.001,7,300,20
541,0.69,0.68,0.3,0.001,5,400,10
573,0.69,0.68,0.3,0.001,7,500,30
582,0.69,0.68,0.3,0.001,9,200,20
593,0.69,0.68,0.3,0.001,9,400,30
536,0.69,0.68,0.3,0.001,5,300,10
547,0.69,0.68,0.3,0.001,5,500,20
196,0.69,0.68,0.1,0.01,9,500,10
557,0.69,0.68,0.3,0.001,7,200,20
171,0.69,0.68,0.1,0.01,7,500,10
577,0.68,0.68,0.3,0.001,9,100,20
568,0.68,0.68,0.3,0.001,7,400,30
588,0.68,0.68,0.3,0.001,9,300,30
599,0.68,0.68,0.3,0.001,9,500,40
542,0.68,0.68,0.3,0.001,5,400,20
552,0.68,0.68,0.3,0.001,7,100,20
531,0.68,0.68,0.3,0.001,5,200,10
574,0.68,0.68,0.3,0.001,7,500,40
563,0.68,0.68,0.3,0.001,7,300,30
146,0.68,0.68,0.1,0.01,5,500,10
548,0.68,0.68,0.3,0.001,5,500,30
594,0.68,0.68,0.3,0.001,9,400,40
537,0.68,0.68,0.3,0.001,5,300,20
583,0.68,0.67,0.3,0.001,9,200,30
569,0.68,0.68,0.3,0.001,7,400,40
600,0.68,0.68,0.3,0.001,9,500,50
526,0.68,0.67,0.3,0.001,5,100,10
401,0.68,0.68,0.3,0.01,3,100,10
589,0.68,0.67,0.3,0.001,9,300,40
558,0.68,0.67,0.3,0.001,7,200,30
543,0.68,0.68,0.3,0.001,5,400,30
575,0.68,0.68,0.3,0.001,7,500,50
197,0.68,0.67,0.1,0.01,9,500,20
172,0.68,0.67,0.1,0.01,7,500,20
564,0.68,0.67,0.3,0.001,7,300,40
402,0.68,0.68,0.3,0.01,3,100,20
549,0.68,0.68,0.3,0.001,5,500,40
595,0.68,0.67,0.3,0.001,9,400,50
578,0.68,0.67,0.3,0.001,9,100,30
532,0.68,0.67,0.3,0.001,5,200,20
147,0.68,0.67,0.1,0.01,5,500,20
570,0.68,0.67,0.3,0.001,7,400,50
538,0.68,0.67,0.3,0.001,5,300,30
590,0.68,0.67,0.3,0.001,9,300,50
544,0.68,0.67,0.3,0.001,5,400,40
403,0.68,0.67,0.3,0.01,3,100,30
553,0.68,0.67,0.3,0.001,7,100,30
550,0.68,0.67,0.3,0.001,5,500,50
584,0.68,0.67,0.3,0.001,9,200,40
565,0.68,0.67,0.3,0.001,7,300,50
404,0.68,0.67,0.3,0.01,3,100,40
559,0.68,0.67,0.3,0.001,7,200,40
527,0.68,0.67,0.3,0.001,5,100,20
405,0.68,0.67,0.3,0.01,3,100,50
173,0.68,0.67,0.1,0.01,7,500,30
198,0.67,0.67,0.1,0.01,9,500,30
539,0.67,0.67,0.3,0.001,5,300,40
533,0.67,0.67,0.3,0.001,5,200,30
545,0.67,0.67,0.3,0.001,5,400,50
148,0.67,0.67,0.1,0.01,5,500,30
121,0.67,0.67,0.1,0.01,3,500,10
579,0.67,0.67,0.3,0.001,9,100,40
585,0.67,0.67,0.3,0.001,9,200,50
554,0.67,0.67,0.3,0.001,7,100,40
560,0.67,0.67,0.3,0.001,7,200,50
540,0.67,0.67,0.3,0.001,5,300,50
528,0.67,0.67,0.3,0.001,5,100,30
199,0.67,0.67,0.1,0.01,9,500,40
174,0.67,0.67,0.1,0.01,7,500,40
534,0.67,0.67,0.3,0.001,5,200,40
122,0.67,0.67,0.1,0.01,3,500,20
580,0.67,0.67,0.3,0.001,9,100,50
149,0.67,0.66,0.1,0.01,5,500,40
555,0.67,0.67,0.3,0.001,7,100,50
191,0.67,0.66,0.1,0.01,9,400,10
535,0.67,0.67,0.3,0.001,5,200,50
166,0.67,0.66,0.1,0.01,7,400,10
529,0.67,0.66,0.3,0.001,5,100,40
175,0.67,0.66,0.1,0.01,7,500,50
123,0.67,0.66,0.1,0.01,3,500,30
200,0.67,0.66,0.1,0.01,9,500,50
150,0.67,0.66,0.1,0.01,5,500,50
521,0.67,0.66,0.3,0.001,3,500,10
141,0.67,0.66,0.1,0.01,5,400,10
530,0.67,0.66,0.3,0.001,5,100,50
124,0.67,0.66,0.1,0.01,3,500,40
522,0.67,0.66,0.3,0.001,3,500,20
516,0.67,0.66,0.3,0.001,3,400,10
523,0.67,0.66,0.3,0.001,3,500,30
125,0.67,0.66,0.1,0.01,3,500,50
517,0.66,0.66,0.3,0.001,3,400,20
524,0.66,0.66,0.3,0.001,3,500,40
511,0.66,0.66,0.3,0.001,3,300,10
167,0.66,0.66,0.1,0.01,7,400,20
192,0.66,0.66,0.1,0.01,9,400,20
525,0.66,0.66,0.3,0.001,3,500,50
518,0.66,0.66,0.3,0.001,3,400,30
142,0.66,0.66,0.1,0.01,5,400,20
512,0.66,0.66,0.3,0.001,3,300,20
519,0.66,0.66,0.3,0.001,3,400,40
513,0.66,0.66,0.3,0.001,3,300,30
520,0.66,0.66,0.3,0.001,3,400,50
514,0.66,0.66,0.3,0.001,3,300,40
506,0.66,0.66,0.3,0.001,3,200,10
515,0.66,0.66,0.3,0.001,3,300,50
116,0.66,0.65,0.1,0.01,3,400,10
193,0.66,0.66,0.1,0.01,9,400,30
168,0.66,0.66,0.1,0.01,7,400,30
501,0.66,0.66,0.3,0.001,3,100,10
507,0.66,0.66,0.3,0.001,3,200,20
143,0.66,0.66,0.1,0.01,5,400,30
508,0.66,0.66,0.3,0.001,3,200,30
117,0.66,0.65,0.1,0.01,3,400,20
509,0.66,0.66,0.3,0.001,3,200,40
502,0.66,0.66,0.3,0.001,3,100,20
510,0.66,0.65,0.3,0.001,3,200,50
194,0.66,0.65,0.1,0.01,9,400,40
169,0.66,0.65,0.1,0.01,7,400,40
144,0.66,0.65,0.1,0.01,5,400,40
503,0.66,0.65,0.3,0.001,3,100,30
118,0.66,0.65,0.1,0.01,3,400,30
504,0.66,0.65,0.3,0.001,3,100,40
505,0.66,0.65,0.3,0.001,3,100,50
170,0.66,0.65,0.1,0.01,7,400,50
195,0.66,0.65,0.1,0.01,9,400,50
145,0.66,0.65,0.1,0.01,5,400,50
119,0.66,0.65,0.1,0.01,3,400,40
120,0.65,0.65,0.1,0.01,3,400,50
186,0.65,0.64,0.1,0.01,9,300,10
161,0.65,0.64,0.1,0.01,7,300,10
136,0.65,0.64,0.1,0.01,5,300,10
187,0.65,0.64,0.1,0.01,9,300,20
162,0.65,0.64,0.1,0.01,7,300,20
137,0.65,0.64,0.1,0.01,5,300,20
111,0.64,0.64,0.1,0.01,3,300,10
188,0.64,0.64,0.1,0.01,9,300,30
163,0.64,0.64,0.1,0.01,7,300,30
138,0.64,0.64,0.1,0.01,5,300,30
112,0.64,0.64,0.1,0.01,3,300,20
189,0.64,0.64,0.1,0.01,9,300,40
164,0.64,0.64,0.1,0.01,7,300,40
139,0.64,0.64,0.1,0.01,5,300,40
113,0.64,0.63,0.1,0.01,3,300,30
190,0.64,0.63,0.1,0.01,9,300,50
165,0.64,0.63,0.1,0.01,7,300,50
140,0.64,0.63,0.1,0.01,5,300,50
114,0.64,0.63,0.1,0.01,3,300,40
115,0.64,0.63,0.1,0.01,3,300,50
181,0.63,0.62,0.1,0.01,9,200,10
156,0.63,0.62,0.1,0.01,7,200,10
131,0.63,0.62,0.1,0.01,5,200,10
182,0.63,0.62,0.1,0.01,9,200,20
157,0.63,0.62,0.1,0.01,7,200,20
132,0.62,0.62,0.1,0.01,5,200,20
106,0.62,0.62,0.1,0.01,3,200,10
158,0.62,0.62,0.1,0.01,7,200,30
183,0.62,0.62,0.1,0.01,9,200,30
133,0.62,0.62,0.1,0.01,5,200,30
107,0.62,0.61,0.1,0.01,3,200,20
184,0.62,0.61,0.1,0.01,9,200,40
159,0.62,0.61,0.1,0.01,7,200,40
134,0.62,0.61,0.1,0.01,5,200,40
108,0.62,0.61,0.1,0.01,3,200,30
185,0.62,0.61,0.1,0.01,9,200,50
160,0.62,0.61,0.1,0.01,7,200,50
135,0.62,0.61,0.1,0.01,5,200,50
109,0.62,0.61,0.1,0.01,3,200,40
110,0.62,0.61,0.1,0.01,3,200,50
176,0.61,0.60,0.1,0.01,9,100,10
151,0.61,0.60,0.1,0.01,7,100,10
126,0.61,0.60,0.1,0.01,5,100,10
271,0.61,0.60,0.1,0.001,7,500,10
296,0.61,0.60,0.1,0.001,9,500,10
291,0.61,0.60,0.1,0.001,9,400,10
266,0.61,0.60,0.1,0.001,7,400,10
246,0.61,0.60,0.1,0.001,5,500,10
241,0.61,0.60,0.1,0.001,5,400,10
177,0.61,0.60,0.1,0.01,9,100,20
152,0.61,0.60,0.1,0.01,7,100,20
286,0.61,0.60,0.1,0.001,9,300,10
127,0.61,0.60,0.1,0.01,5,100,20
261,0.61,0.60,0.1,0.001,7,300,10
236,0.61,0.60,0.1,0.001,5,300,10
101,0.61,0.60,0.1,0.01,3,100,10
272,0.61,0.60,0.1,0.001,7,500,20
297,0.61,0.60,0.1,0.001,9,500,20
267,0.61,0.60,0.1,0.001,7,400,20
292,0.61,0.60,0.1,0.001,9,400,20
153,0.61,0.60,0.1,0.01,7,100,30
178,0.61,0.60,0.1,0.01,9,100,30
128,0.61,0.60,0.1,0.01,5,100,30
247,0.61,0.60,0.1,0.001,5,500,20
242,0.61,0.60,0.1,0.001,5,400,20
102,0.61,0.60,0.1,0.01,3,100,20
221,0.61,0.60,0.1,0.001,3,500,10
216,0.61,0.60,0.1,0.001,3,400,10
256,0.61,0.60,0.1,0.001,7,200,10
281,0.61,0.60,0.1,0.001,9,200,10
231,0.61,0.60,0.1,0.001,5,200,10
287,0.61,0.60,0.1,0.001,9,300,20
154,0.61,0.60,0.1,0.01,7,100,40
179,0.61,0.60,0.1,0.01,9,100,40
262,0.61,0.60,0.1,0.001,7,300,20
273,0.61,0.60,0.1,0.001,7,500,30
298,0.61,0.60,0.1,0.001,9,500,30
237,0.61,0.60,0.1,0.001,5,300,20
248,0.61,0.60,0.1,0.001,5,500,30
293,0.61,0.60,0.1,0.001,9,400,30
103,0.61,0.60,0.1,0.01,3,100,30
129,0.61,0.60,0.1,0.01,5,100,40
268,0.61,0.60,0.1,0.001,7,400,30
211,0.61,0.60,0.1,0.001,3,300,10
222,0.61,0.60,0.1,0.001,3,500,20
243,0.61,0.60,0.1,0.001,5,400,30
217,0.61,0.60,0.1,0.001,3,400,20
104,0.61,0.60,0.1,0.01,3,100,40
130,0.61,0.60,0.1,0.01,5,100,50
232,0.61,0.60,0.1,0.001,5,200,20
238,0.61,0.60,0.1,0.001,5,300,30
251,0.61,0.60,0.1,0.001,7,100,10
257,0.61,0.60,0.1,0.001,7,200,20
263,0.61,0.60,0.1,0.001,7,300,30
276,0.61,0.60,0.1,0.001,9,100,10
282,0.61,0.60,0.1,0.001,9,200,20
288,0.61,0.60,0.1,0.001,9,300,30
155,0.61,0.60,0.1,0.01,7,100,50
180,0.61,0.60,0.1,0.01,9,100,50
223,0.61,0.60,0.1,0.001,3,500,30
226,0.61,0.60,0.1,0.001,5,100,10
249,0.61,0.60,0.1,0.001,5,500,40
274,0.61,0.60,0.1,0.001,7,500,40
299,0.61,0.60,0.1,0.001,9,500,40
105,0.61,0.60,0.1,0.01,3,100,50
244,0.61,0.60,0.1,0.001,5,400,40
269,0.61,0.60,0.1,0.001,7,400,40
294,0.61,0.60,0.1,0.001,9,400,40
206,0.61,0.60,0.1,0.001,3,200,10
212,0.61,0.60,0.1,0.001,3,300,20
245,0.61,0.60,0.1,0.001,5,400,50
250,0.61,0.60,0.1,0.001,5,500,50
270,0.61,0.60,0.1,0.001,7,400,50
275,0.61,0.60,0.1,0.001,7,500,50
295,0.61,0.60,0.1,0.001,9,400,50
300,0.61,0.60,0.1,0.001,9,500,50
201,0.61,0.60,0.1,0.001,3,100,10
202,0.61,0.60,0.1,0.001,3,100,20
203,0.61,0.60,0.1,0.001,3,100,30
204,0.61,0.60,0.1,0.001,3,100,40
205,0.61,0.60,0.1,0.001,3,100,50
207,0.61,0.60,0.1,0.001,3,200,20
208,0.61,0.60,0.1,0.001,3,200,30
209,0.61,0.60,0.1,0.001,3,200,40
210,0.61,0.60,0.1,0.001,3,200,50
213,0.61,0.60,0.1,0.001,3,300,30
214,0.61,0.60,0.1,0.001,3,300,40
215,0.61,0.60,0.1,0.001,3,300,50
218,0.61,0.60,0.1,0.001,3,400,30
219,0.61,0.60,0.1,0.001,3,400,40
220,0.61,0.60,0.1,0.001,3,400,50
224,0.61,0.60,0.1,0.001,3,500,40
225,0.61,0.60,0.1,0.001,3,500,50
227,0.61,0.60,0.1,0.001,5,100,20
228,0.61,0.60,0.1,0.001,5,100,30
229,0.61,0.60,0.1,0.001,5,100,40
230,0.61,0.60,0.1,0.001,5,100,50
233,0.61,0.60,0.1,0.001,5,200,30
234,0.61,0.60,0.1,0.001,5,200,40
235,0.61,0.60,0.1,0.001,5,200,50
239,0.61,0.60,0.1,0.001,5,300,40
240,0.61,0.60,0.1,0.001,5,300,50
252,0.61,0.60,0.1,0.001,7,100,20
253,0.61,0.60,0.1,0.001,7,100,30
254,0.61,0.60,0.1,0.001,7,100,40
255,0.61,0.60,0.1,0.001,7,100,50
258,0.61,0.60,0.1,0.001,7,200,30
259,0.61,0.60,0.1,0.001,7,200,40
260,0.61,0.60,0.1,0.001,7,200,50
264,0.61,0.60,0.1,0.001,7,300,40
265,0.61,0.60,0.1,0.001,7,300,50
277,0.61,0.60,0.1,0.001,9,100,20
278,0.61,0.60,0.1,0.001,9,100,30
279,0.61,0.60,0.1,0.001,9,100,40
280,0.61,0.60,0.1,0.001,9,100,50
283,0.61,0.60,0.1,0.001,9,200,30
284,0.61,0.60,0.1,0.001,9,200,40
285,0.61,0.60,0.1,0.001,9,200,50
289,0.61,0.60,0.1,0.001,9,300,40
290,0.61,0.60,0.1,0.001,9,300,50
